name,date,title,review,rating,entity,review_history
Alex ,2019-12-28T06:21:48Z,Worst customer service I have ever dealt with,"Worst customer service I have ever dealt with 

If I could give 0 stars I would! This has been the worst customer support I have ever dealt with. I am trying to find out how to get my tracking information for a return so I know when I would get my refund. What I dealt with was the customer rep trying to argue what 10 business days were and that I needed to find proof of postage. First off, regardless of the time period, they could not tell me how I would need to get proof of postage when using the return label that was provided to me in the shipped item. When they could not provide more detail instructions, I confronted with a passive-aggressive, rude customer rep who would be told me that no one could help me. I kept asking for clarification and asking what could be done if I used the return label that was provided by ASOS. 

I dealt with shipping items on a daily basis and what they told did not make sense for US customs. Clearly, they did not understand the difference between the two cultures. 

If ASOS is going to have customer service reps like this, they have lost my business and future businesses. This is ridiculous; I am just trying to get a refund on a small previous purchase, which shouldn't be this difficult.",1,ASOS,1
Darek Jarząbek,2020-01-02T15:58:00Z,I’m sorry to say that,"I’m sorry to say that, but your customer services has been shambolic.
I purchased the Christmas gift,  which was a speaker, on Black Friday 28th of November. The original price of that speaker was £119. Black Friday was £71.50. Today is December 23 and I don’t have the item which supposed to be gift and you sadly offering me £71.50 refund which you will give me in 10 working days! This is not fair!
I keep contacting Asos via phone and messenger. Some of the communications some you don’t even have a record of. On the 19th of December I contacted you via messenger where you replied to me and ask me if I would like to refund or replacement. As the speaker was available, I selected replacement. No one contacted me from Asos and I had to chase you a few times over the phone and messenger wasting a lot of time. Christmas is approaching and I don’t have a gift which I need for tomorrow. 
Thank you Asos. Never ever again.",1,ASOS,1
suzy betty,2020-01-02T15:37:59Z,worst customer service,worst customer service. was not of help at all. very very very rude! should be fired if I was the manager. bad for business.,1,ASOS,1
bp,2020-01-02T15:28:41Z,Paige was not helpful,Paige was not helpful. Not satisfied.,1,ASOS,1
DavK,2019-12-29T14:56:08Z,Very very bad,"Customer service pretty fast. Should update the app more often on the products that are out of stock so that when we pay for the item it doesnt take so much time to tell you that you will be refunded for the item that was out of stock and for the customer to wait for 2 months! Thats pathetic.
I hope that someone take this review into consideration.",1,ASOS,1
Vardit Levy,2019-12-29T14:37:32Z,Baddd delivery,Baddd delivery,1,ASOS,1
Tom B ,2019-12-30T10:21:23Z,Do ASOS CARE? I don't think so (Hermes also),"Do ASOS CARE? Very disappointed, I have used ASOS before and they were fine. The goods were great and delivery as expected. However, this time has been a nightmare and from my experience, I don't think ASOS care one bit. 

To be fair, I think the issue was with Hermes the delivery firm. I ordered on 14/12 and order was expected 19/12. 

I appreciate it's near to Christmas and everyone will be busy, however, having to use chat & twitter for updates wasn't ideal and I'm told that if it doesn't come by today 30/12 then at least I can get a refund or a replacement 🤔🤔🤔.  

I guess it teaches me a valuable lesson, don't buy Christmas presents via ASOS and don't expect them to care if anything goes wrong

I guess I can go and buy a late Christmas present from a bricks and mortar store now and hopefully at a discount in the sales...hey ho, every cloud #ASOS #HERMES

** UPDATE** 
Goods didn't arrive and refund was not issued from ASOS. Fortunately, I paid via credit card and they have refunded my payment as part of the claim service protection they offer",1,ASOS,1
Angel,2019-12-29T14:29:53Z,They left me without my Crissthmas…,They left me without my Crissthmas pressent. And did not give me any other option to get my purchase in time.,1,ASOS,1
Alessandra Tansu,2019-12-29T13:51:03Z,A star is too much,"I bought three items for black Friday, never arrived. I contacted customer service over and over again but they only respond to a message after which you have to do it all over again, or they don't answer directly. They asked me to wait ten days longer than the order date and after this nefound and not replacement. Yesterday I ordered from the app of a friend a dress that they don't have in stock but it was still on the site, obviously the dress has not arrived and not even the refound. I put a star because it is not possible to put less. Shame on you.",1,ASOS,1
IT,2019-12-29T11:21:19Z,Shame that a company which was once so good seems to be going down the pan,"I've been a customer for years and their service was great. Things have gone down hill and fast. I ordered items on Black Friday and then returned some of the items, and am still waiting for a refund. After contacting customer services (which is a nightmare in its self) I'm non the wiser what's going on.

One of the items is faulty and I'm dreading the process of returning it, so much so that I may just repair it myself to save the hassle!

Shame that a company which was once so good seems to be going down the pan.",1,ASOS,1
MB,2019-12-29T10:51:40Z,Terrible customer care and damaged item,"Terrible. I ordered coat and they send me totally damaged item. I bought it at a discount on black friday and when I wanted to change the coat, it is not possible, but I can return the coat back and order again. No discounts, of course. So they send the destroyed item and I can order it again at a more expensive price. Great.
Customer service terrible - I deal with it for more than two weeks without a result.",1,ASOS,1
